X,Z,Y
9674378748929,0.4012731056432856,-0.09780878932549884
0.008997429305912597,0.4028032806953115,-0.09884930836087648
0.009364671318398824,0.4030481087036357,-0.09915534337128168
0.010099155343371281,0.4013955196474477,-0.09946137838168687
0.011017260374586852,0.3998653445954217,-0.1003182764108214
0.009487085322560901,0.4012731056432856,-0.09774758232341779
0.009915534337128168,0.40041620761415103,-0.0990329293671196
0.00887501530175052,0.3993756885787734,-0.09768637532133675
0.00985432733504713,0.40053862161831316,-0.09762516831925572
0.0120577794099645,0.40059982862039417,-0.09884930836087648
0.008691394295507407,0.40164034765577183,-0.0969518912963643
0.009058636307993634,0.40035500061207,-0.10050189741706451
0.013404333455747338,0.401946382666177,-0.10166483045660424
0.009793120332966091,0.40249724568490636,-0.09829844534214714
0.007528461255967683,0.4023136246786632,-0.09866568735463337
0.012118986412045538,0.40206879667033907,-0.1008079324274697
0.010711225364181662,0.40121189864120455,-0.09891051536295752
0.011078467376667891,0.40029379360998896,-0.09927775737544375
0.011874158403721385,0.40041620761415103,-0.09976741339209205
0.008813808299669483,0.4018239686620149,-0.09768637532133675
0.04896560166483046,0.4014567266495287,-0.07803892765332354
0.08691394295507406,0.3991920675725303,-0.034153507161219246
0.1059493206022769,0.3985799975517199,0.01524054351817848
0.10870363569592362,0.39460154241645246,0.053188884808422085
0.10925449871465295,0.39282653935610234,0.06438976618925205
0.1075407026563839,0.3921532623332109,0.06628718325376423
0.10227690047741461,0.3892153262333211,0.09444240421104175
0.07730444362835108,0.38462480107724323,0.147937324029869
0.029012118986412046,0.3813808299669482,0.18319255722854694
-0.006732770228914188,0.377769616844167,0.1951891296364304
-0.04878198065858734,0.3774635818337618,0.1995348267841841
-0.11476312890194638,0.37421961072346677,0.1685028767290978
-0.15705716733994368,0.3797282409107602,0.10190965846492839
-0.17229771085812218,0.38034031093157056,0.07112253641816624
-0.17290978087893255,0.3838291100501897,0.05061819072101848
-0.17021667278736688,0.3852368710980536,0.01713796058269066
-0.15185457216305545,0.39135757130615745,-0.019463826661770108
-0.07956910270534949,0.40812828987636185,-0.05906475700820174
-0.056065613906230875,0.4081894968784429,-0.07950789570326845
-0.04982249969396499,0.4022524176765822,-0.10086913942955074
-0.05575957889582568,0.4027420736932305,-0.08770963398212756
-0.07002081038070755,0.4024360386828253,-0.09450361121312278
-0.06573632023503488,0.40053862161831316,-0.102888970498225
0.0056310441914555025,0.40249724568490636,-0.10399069653568369
0.04602766556494063,0.4023748316807443,-0.07914065369078223
0.0887501530175052,0.4001101726037459,-0.03195005508630187
0.10809156567511323,0.397111029501775,0.02944056800097931
0.10839760068551842,0.3917860203207247,0.05227077977720651
0.10698983963765454,0.38952136124372627,0.10013465540457829
0.10576569959603378,0.38548169910637775,0.11917003305178113
0.10246052148365772,0.38578773411678297,0.12192434814542784
0.08097686375321336,0.38670583914799855,0.14910025706940874
0.058575100991553435,0.38639980413759334,0.16795201371036847
0.022095727751254745,0.3774635818337618,0.19525033663851143
-0.008079324274697026,0.3786877218753825,0.19831068674256336
-0.04419145550250949,0.3755049577671686,0.20345207491737055
-0.10154241645244216,0.3765454768025462,0.18123393316195371
-0.14769249602154486,0.37893254988370667,0.13514506059493206
-0.16856408373117884,0.38174807197943444,0.07093891541192313
-0.17211408985187907,0.3873179091688089,0.0228302117762272
-0.155955441302485,0.39043946627494186,-0.02068796670339087
-0.1440200758966826,0.39362223038315586,-0.017382788591014813
-0.13998041375933407,0.39282653935610234,-0.0487207736565063
-0.1192924470559432,0.40170155465785284,-0.05074060472518056
-0.11647692496021544,0.3976006855184233,-0.07534581956175787
-0.0718570204431387,0.40072224262455625,-0.09719671930468846
0.004039662137348513,0.40445586975149955,-0.09915534337128168
0.04835353164402008,0.40359897172236503,-0.07204064144938181
0.08256824580732036,0.3996205165870976,-0.03941730934018852
0.09480964622352797,0.3991308605704493,-0.017933651609744156
0.10943811972089607,0.398702411555882,0.011812951401640348
0.11255967682702901,0.3948463704247766,0.06120700208103807
0.10729587464805974,0.3903782592728608,0.08556738890929122
0.11194760680621862,0.38358428204186557,0.11782347900599828
0.1072346676459787,0.38542049210429674,0.11684416697270168
0.09982862039417309,0.39050067327702287,0.10956053372505814
0.09933896437752479,0.3893377402374832,0.1131717468478394
0.09101481209450361,0.3864610111396744,0.1340433345574734
0.0520871587709634,0.38211531399192067,0.17627616599338963
-0.013465540457828376,0.3750765087526013,0.20357448892153263
-0.03984575835475578,0.3764230627983841,0.20516587097563962
-0.07075529440568001,0.3764230627983841,0.19990206879667033
-0.12100624311421226,0.37703513281919454,0.16746235769372017
-0.15907699840861794,0.38076875994613785,0.11041743175419268
-0.17162443383523074,0.38413514506059493,0.06175786509976741
-0.16513649161464072,0.3869506671563227,0.008018117272615987
-0.15405802423797282,0.39319378136858857,-0.017566409597257925
-0.1443873179091688,0.39417309340188517,-0.019463826661770108
-0.1434080058758722,0.39203084832904883,-0.03837679030481087
-0.08997429305912596,0.397111029501775,-0.08617945893010161
-0.03641816623821765,0.3996817235891786,-0.1020932794711715
0.018606928632635574,0.4033541437140409,-0.09370792018606929
0.06432855918717101,0.4008446566287183,-0.05888113600195862
0.10068551842330763,0.39827396254131475,-0.005508630187293426
0.1098053617333823,0.3968049944913698,0.04064144938180928
0.11268209083119109,0.3948463704247766,0.06506304321214347
0.11151915779165136,0.390745501285347,0.08532256090096707
0.1162320969518913,0.38597135512302605,0.10539845758354756
0.11121312278124618,0.3834618680377035,0.11904761904761904
0.10539845758354756,0.36418166238217653,0.17658220100379485
0.09805361733382299,0.371404088627739,0.16605459664585628
0.09713551230260742,0.38162565797527237,0.1419390378259273
0.09933896437752479,0.366568735463337,0.17370547190598604
0.10509242257314237,0.3628351083363937,0.1775003060350104
0.12100624311421226,0.37477047374219613,0.13685885665320113
0.11347778185824459,0.37905496388786875,0.12504590525156078
0.1049700085689803,0.39105153629575223,0.10282776349614396
0.09664585628595912,0.39239809034153506,0.11739502999143102
0.08428204186558942,0.38493083608764844,0.1437140408862774
0.04621128657118374,0.38364548904394663,0.18557963030970742
0.014138817480719794,0.37752478883584284,0.19653568368221325
-0.04859835965234423,0.3750153017505203,0.2024115558819929
-0.1016036234545232,0.3781980658587342,0.18227445219733138
-0.12155710613294161,0.3792385848941119,0.16789080670828743
-0.14530542294038437,0.3771575468233566,0.13545109560533725
-0.13526747459909413,0.39649895948096464,0.08269065981148244
-0.12914677439099032,0.40157914065369077,0.056310441914555025
-0.1337985065491492,0.3994981025829355,0.06322683314971232
-0.15797527237115927,0.38162565797527237,0.11182519280205655
-0.17125719182274451,0.385848941118864,0.055698371893744644
-0.16611580364793732,0.387501530175052,0.009609499326722977
-0.1633614885542906,0.3902558452686987,-0.003978455135267475
-0.16311666054596646,0.3897661892520504,-0.002509487085322561
-0.16213734851266984,0.3911127432978333,-0.002631901089484637
-0.15571061329416086,0.3893377402374832,-0.020198310686742563
-0.13000367242012487,0.39466274941853347,-0.05392336883339454
-0.0959725792630677,0.3988860325621251,-0.0858734239196964
-0.04749663361488554,0.4024360386828253,-0.10123638144203696
0.0029991431019708655,0.4038437997306892,-0.1020932794711715
0.033419023136246784,0.4017627616599339,-0.08654670094258783
0.05698371893744644,0.4056188027910393,-0.07093891541192313
0.08360876484269801,0.3990084465662872,-0.04045782837556616
0.09682947729220223,0.40115069163912354,-0.018790549638878686
0.10907087770840984,0.39753947851634225,0.01744399559309585
0.114151058881136,0.39386705839148,0.06757253029746603
0.09891051536295752,0.3886032562125107,0.12259762516831925
0.09205533112988126,0.39105153629575223,0.12890194638266617
0.0941975762027176,0.3879911861917003,0.12890194638266617
0.09162688211531399,0.39105153629575223,0.1298812584159628
0.06347166115803649,0.38627739013343126,0.16868649773534092
0.021850899742930592,0.3800954829232464,0.19396498959480965
-0.00667156322683315,0.38254376300648796,0.19751499571550984
-0.037275064267352186,0.37978944791284125,0.2048598359652344
-0.0967682702901212,0.3807075529440568,0.18325376423062797
-0.12651487330150568,0.37703513281919454,0.16219855551475088
-0.15968906842942832,0.38168686497735343,0.11072346676459786
-0.17033908679152895,0.3853592851022157,0.05686130493328437
-0.1675235646958012,0.3852368710980536,0.04510956053372506
-0.16868649773534092,0.3852368710980536,0.0670216672787367
-0.16648304566042355,0.3824825560044069,0.10025706940874037
