gaussX,gaussZ,gaussY
0.1990451707675358,0.4001101726037459,-0.036050924225731425
0.19824947974048232,0.4001101726037459,-0.03201126208838291
0.19824947974048232,0.39704982249969395,-0.03201126208838291
0.1942098176031338,0.4001713796058269,-0.03005263802178969
0.19751499571550984,0.3991920675725303,-0.031705227077977724
0.1978822377279961,0.397111029501775,-0.035010405190353776
0.19763740971967192,0.3980903415350716,-0.034765577182029626
0.20020810380707552,0.3983963765454768,-0.031705227077977724
0.19665809768637532,0.39784551352674746,-0.03550006120700208
0.19653568368221325,0.3988860325621251,-0.03237850410086914
0.19818827273840128,0.39686620149345087,-0.03384747215081405
0.19843310074672543,0.39784551352674746,-0.03323540213000367
0.1990451707675358,0.39686620149345087,-0.03201126208838291
0.19763740971967192,0.3981515485371527,-0.03329660913208471
0.1969641326967805,0.39698861549761294,-0.033174195127922634
0.19622964867180806,0.39704982249969395,-0.031276778063410456
0.197759823723834,0.3983963765454768,-0.03268453911127433
0.19782103072591503,0.3972334435059371,-0.03262333210919329
0.19782103072591503,0.39698861549761294,-0.029379360998898273
0.19482188762394417,0.3961317174684784,-0.03305178112376056
0.19965724078834618,0.3982127555392337,-0.032745746113355366
0.19751499571550984,0.3981515485371527,-0.031276778063410456
0.19843310074672543,0.39845758354755784,-0.03384747215081405
0.1962908556738891,0.3976618925205043,-0.03250091810503122
0.19690292569469947,0.3974170645121802,-0.03207246909046395
0.19751499571550984,0.398702411555882,-0.033419023136246784
0.19861672175296854,0.3977843065246664,-0.03005263802178969
0.19818827273840128,0.3979067205288285,-0.034398335169543395
0.19751499571550984,0.3929489533602644,-0.0336026441424899
0.19751499571550984,0.39827396254131475,-0.03421471416330028
0.1990451707675358,0.39925327457461135,-0.033419023136246784
0.19714775370302362,0.3980903415350716,-0.03164402007589668
0.19702533969886155,0.3980903415350716,-0.032929367119598485
0.1969641326967805,0.3985799975517199,-0.03384747215081405
0.1962908556738891,0.39845758354755784,-0.03268453911127433
0.1978822377279961,0.3982127555392337,-0.033357816134165746
0.1964744766801322,0.3996817235891786,-0.03243971110295018
0.19720896070510466,0.39735585751009916,-0.03268453911127433
0.19708654670094258,0.3969274084955319,-0.03421471416330028
0.19751499571550984,0.39753947851634225,-0.03286816011751744
0.1964744766801322,0.39845758354755784,-0.0318276410821398
0.19531154364059247,0.3974170645121802,-0.03035867303219488
0.1967805116905374,0.3953972334435059,-0.031521606071734605
0.19653568368221325,0.3977843065246664,-0.0331129881258416
0.19665809768637532,0.39704982249969395,-0.03323540213000367
0.19567878565307872,0.39992655159750273,-0.03329660913208471
0.19739258171134777,0.3981515485371527,-0.03390867915289509
0.19604602766556495,0.3993756885787734,-0.0318276410821398
0.197759823723834,0.3972946505080181,-0.03133798506549149
0.19812706573632025,0.39827396254131475,-0.03164402007589668
0.19604602766556495,0.3957644754559922,-0.032745746113355366
0.19831068674256336,0.4004774146162321,-0.03390867915289509
0.19671930468845636,0.3980903415350716,-0.03195005508630187
0.19849430774880647,0.39784551352674746,-0.032745746113355366
0.19720896070510466,0.3990084465662872,-0.033174195127922634
0.19794344473007713,0.39735585751009916,-0.033419023136246784
0.19916758477169788,0.3968049944913698,-0.03305178112376056
0.19567878565307872,0.40072224262455625,-0.0336026441424899
0.19653568368221325,0.3980903415350716,-0.033174195127922634
0.1969641326967805,0.3991308605704493,-0.03133798506549149
0.19769861672175296,0.39515240543518176,-0.03139919206757253
0.19769861672175296,0.39894723956420614,-0.03133798506549149
0.19586240665932184,0.398641204553801,-0.03243971110295018
0.19769861672175296,0.3982127555392337,-0.030542294038437997
0.19659689068429428,0.39704982249969395,-0.03372505814665198
0.19659689068429428,0.39784551352674746,-0.03556126820908312
0.19463826661770106,0.39796792753090954,-0.03207246909046395
0.19635206267597013,0.3985187905496389,-0.03164402007589668
0.19622964867180806,0.39698861549761294,-0.03305178112376056
0.19720896070510466,0.39637654547680257,-0.03366385114457094
0.19573999265515976,0.39802913453299055,-0.03433712816746236
0.19494430162810625,0.395519647447668,-0.032745746113355366
